AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
FLUFFY,F,10,Shih Tzu,Staten Island
FLUFFY,F,10,Havanese,Manhattan
FLUFFY,M,17,Unknown,Brooklyn
FLUFFY,M,10,Shih Tzu,Bronx
FLUFFY,F,15,Unknown,Queens
FLUFFY,M,2,Unknown,Brooklyn
FLUFFY,M,13,Unknown,Queens
FLUFFY,M,2,Shih Tzu,Bronx
FLUFFY,F,14,Pomeranian,Queens
FLUFFY,F,13,Shih Tzu,Bronx
FLUFFY,F,9,Maltese,Brooklyn
FLUFFY,M,8,Maltese,Manhattan
FLUFFY,F,5,Maltese,Brooklyn
FLUFFY,M,14,Lhasa Apso,Queens
FLUFFY,M,4,Unknown,Queens
FLUFFY,F,3,Shih Tzu,Manhattan
FLUFFY,F,9,Shih Tzu,Brooklyn
FLUFFY,M,6,Maltese,Queens
FLUFFY,M,4,Pomeranian,Bronx
FLUFFY,F,8,Bichon Frise,Brooklyn
FLUFFY,F,4,Lhasa Apso,Queens
FLUFFY,M,6,Yorkshire Terrier,Queens
FLUFFY,M,11,"Poodle, Miniature",Manhattan
FLUFFY,F,8,Unknown,Brooklyn
FLUFFY,M,1,Shih Tzu,Manhattan
FLUFFY,F,9,Shih Tzu,Manhattan
FLUFFY,F,16,"Poodle, Toy",Brooklyn
FLUFFY,M,11,Pomeranian,Bronx
FLUFFY,M,3,Maltese,Queens
FLUFFY,F,14,Maltese,Bronx
FLUFFY,M,11,Havanese,Manhattan
FLUFFY,M,7,Unknown,Brooklyn
FLUFFY,M,3,Maltese,Bronx
FLUFFY,F,5,Wheaton Terrier,Brooklyn
FLUFFY,M,12,Pomeranian,Brooklyn
FLUFFY,M,1,Poodle,Queens
FLUFFY,F,12,Shih Tzu,Queens
FLUFFY,M,6,Pomeranian,Staten Island
FLUFFY,F,7,Unknown,Brooklyn
FLUFFY,M,14,Lhasa Apso,MANHATTAN
FLUFFY,F,1,Poodle,Bronx
FLUFFY,M,4,Shih Tzu,Brooklyn
FLUFFY,F,12,Shih Tzu,Staten Island
FLUFFY,M,1,Poodle Crossbreed,Brooklyn
FLUFFY,F,11,Labrador Retriever,Brooklyn
FLUFFY,M,11,Maltese,Bronx
FLUFFY,M,3,Shih Tzu,Brooklyn
FLUFFY,F,3,"Poodle, Standard",Queens
FLUFFY,F,3,Unknown,Queens
FLUFFY,M,3,Pomeranian,Bronx
FLUFFY,M,3,Pomeranian,Bronx
FLUFFY-AMES,M,7,"Poodle, Standard",Manhattan
FLUFFYMATT,M,9,Maltese,Queens
FLUKEY,M,8,Shih Tzu,Brooklyn
FLURRY,F,16,Bichon Frise,Queens
FLURRY,F,7,Samoyed,Brooklyn
FLUTO,M,9,Shih Tzu,Queens
FLY,F,4,American Pit Bull Terrier/Pit Bull,Bronx
FLY,F,4,"Collie, Border",Manhattan
FLY,M,7,Pomeranian,Manhattan
FLYER,M,2,Australian Shepherd,Manhattan
FLYER,F,9,Unknown,Queens
FLYGT,M,13,Unknown,Brooklyn
FLYNN,M,3,Jack Russell Terrier,Queens
FLYNN,M,3,"Collie, Rough Coat",Queens
FLYNN,M,4,Labrador Retriever,Manhattan
FLYNN,M,3,Jack Russell Terrier,Manhattan
FLYNN,M,6,Unknown,Brooklyn
FLYNN,M,2,Unknown,Staten Island
FLYNN,F,2,Labrador Retriever Crossbreed,Queens
FLYNN,M,1,Beagle Crossbreed,Staten Island
FLYNN,M,2,Golden Retriever,Staten Island
FLYNN,M,1,Belgian Sheepdog,Brooklyn
FLYNN,M,1,Poodle,Queens
FLYNN,M,5,"Schnauzer, Miniature",Staten Island
FLYNN,M,3,"Collie, Rough Coat",Queens
FLYNN,M,2,"Poodle, Toy",Manhattan
FLYNN,M,1,Labrador Retriever Crossbreed,Manhattan
FLYNN-(BILLYGSWANNBE),M,8,Greyhound,Staten Island
FLYNN-DREW,M,5,Greyhound,Staten Island
FLYNT,M,15,Shih Tzu,Manhattan
FOFFY,M,1,Shih Tzu Crossbreed,BRONX
FOFO,M,11,"Bull Dog, French",Manhattan
FOFO,M,5,Maltese,Manhattan
FOLLETTE,F,11,Unknown,Brooklyn
FOLLY,F,7,Cavalier King Charles Spaniel,Manhattan
FOLLY,F,6,Wire Fox Terrier,Manhattan
FOLLY,F,1,English Springer Spaniel,Brooklyn
FOLLY,F,2,Terrier mix,Manhattan
FOLLY,F,7,Shih Tzu,Brooklyn
FOLUS,M,6,Maltese,Staten Island
FONSI,M,10,Labrador Retriever,Queens
FONSO,M,9,Pomeranian,Manhattan
FONZI,M,8,Boxer,Staten Island
FONZI,M,6,Chihuahua,Queens
FONZIE,M,9,Pug,Manhattan
FONZIE,M,7,Havanese,Manhattan
FONZIE,M,1,French Bulldog,Queens
FONZIE,M,6,Pomeranian,Staten Island
FONZIE,M,10,Maltese,Manhattan
FONZIE,M,5,Shih Tzu,Queens
FONZY,M,3,Bichon Frise,Queens
FOO,F,9,Labrador Retriever,Manhattan
FOO-CHOY,F,13,Unknown,Queens
FOOEY,F,7,Unknown,Manhattan
FOOFAH,F,3,Poodle,Bronx
FOOFOO,F,5,Unknown,Brooklyn
FOOTPRINT,M,11,"Poodle, Standard",Queens
FORBES,M,6,Unknown,Manhattan
FORBES,M,7,Labrador Retriever,Brooklyn
FORBES,M,6,Unknown,Manhattan
FORBES,M,7,Labrador Retriever,Brooklyn
FORDSTER,M,17,German Shepherd Dog,Bronx
FORDY,F,5,American Pit Bull Mix / Pit Bull Mix,Manhattan
FOREST,M,4,Yorkshire Terrier,Brooklyn
FOREST,M,7,American Pit Bull Mix / Pit Bull Mix,Queens
FOREST,M,10,Beagle,Brooklyn
FOREST,F,13,Labrador Retriever Crossbreed,Brooklyn
FORREST,M,3,Maltese,Manhattan
FORREST,M,5,Unknown,Manhattan
FORREST,M,10,Unknown,Brooklyn
FORREST,M,6,Jack Russell Terrier,Manhattan
FORREST,M,5,Unknown,Manhattan
FORREST,M,4,Lhasa Apso,Manhattan
FORREST,M,5,Unknown,Brooklyn
FORREST,M,5,Unknown,Manhattan
FORREST,M,7,"Dachshund, Long Haired",Manhattan
FORTE,M,8,Cairn Terrier,Manhattan
FORTE,M,9,Havanese,Manhattan
FORTUNATO,M,6,Cocker Spaniel,Manhattan
FORTUNE,M,8,Unknown,Manhattan
FOSCO,M,12,"Poodle, Toy",Manhattan
FOSI,M,5,Shih Tzu,Bronx
FOSSEE,M,7,Unknown,Manhattan
FOSTER,M,15,Unknown,Brooklyn
FOSTER,M,5,Australian Silky Terrier,Brooklyn
FOSTER,F,13,Labrador Retriever,Staten Island
FOSTER,M,13,Labradoodle,Manhattan
FOSTER,M,5,Irish Terrier,Manhattan
FOSTER,M,5,Labradoodle,Manhattan
FOSTER,M,3,Poodle,Manhattan
FOTCH,M,9,Labrador Retriever Crossbreed,Bronx
FOX,M,14,Shiba Inu,Manhattan
FOX,M,17,Unknown,Brooklyn
FOX,M,8,Pomeranian,Bronx
FOX,M,2,Pomeranian,Bronx
FOX,F,9,"Schnauzer, Miniature",Queens
FOX,M,2,Chihuahua,Manhattan
FOX,M,13,Pug,Bronx
FOX,M,14,Pomeranian,Staten Island
FOX,M,13,Chihuahua,Manhattan
FOX,M,13,Unknown,Staten Island
FOX,F,2,Jindo,Brooklyn
FOX,M,13,Lhasa Apso,Brooklyn
FOX,M,2,Chihuahua,Brooklyn
FOX,M,16,"Welsh Corgi, Cardigan",Brooklyn
FOX,M,6,Greyhound,Manhattan
FOX,M,8,Pomeranian,Bronx
FOX,F,2,German Shepherd Dog,Brooklyn
FOXEE,F,3,Unknown,Queens
FOXHUNT,F,2,German Shepherd Dog,Queens
FOXI,F,8,Pomeranian,Queens
FOXI,F,11,Chihuahua,Brooklyn
FOXI,F,11,Pomeranian,Queens
FOXIE,F,8,Shih Tzu,Manhattan
FOXIE,F,2,Shih Tzu,Queens
FOXIE,F,11,Schipperkee,Manhattan
FOXIE,F,7,Chihuahua,Queens
FOXIE,F,13,Unknown,Bronx
FOXMASYA,F,4,Unknown,Brooklyn
FOXO,M,11,West High White Terrier,Bronx
FOXO,M,11,West High White Terrier,Bronx
FOXSIE,F,5,Unknown,Brooklyn
FOXTROT,M,14,"Dachshund, Long Haired Miniature",Manhattan
FOXX,M,6,Chow Chow,Manhattan
FOXXY,F,12,Unknown,Queens
FOXXY,M,8,Border Collie,Bronx
FOXXY,F,9,Unknown,Bronx
FOXXY,F,3,Pomeranian,Manhattan
FOXXY,F,2,Chihuahua,Bronx
FOXXY,F,6,Pomeranian,Bronx
FOXXY,F,9,Unknown,Bronx
FOXXY,F,12,Unknown,Queens
FOXY,F,17,Pomeranian,Staten Island
FOXY,F,6,Beagle,Queens
FOXY,F,5,Pomeranian,Bronx
FOXY,F,4,Golden Retriever,Bronx
FOXY,F,15,Cocker Spaniel,Staten Island
FOXY,F,3,American Pit Bull Terrier/Pit Bull,Manhattan
FOXY,F,2,Shiba Inu,Brooklyn
FOXY,F,13,Siberian Husky,Brooklyn
FOXY,F,14,Pomeranian,Queens
FOXY,M,9,Shetland Sheepdog,Manhattan
FOXY,F,8,Chihuahua,Queens
FOXY,F,7,Unknown,Brooklyn
FOXY,F,15,Dachshund Smooth Coat,Brooklyn
FOXY,F,8,Pomeranian,Brooklyn
FOXY,F,5,Shiba Inu,Brooklyn
FOXY,F,13,Norwegian Elkhound,Queens
FOXY,F,9,Unknown,Brooklyn
FOXY,F,8,Shiba Inu,Manhattan
FOXY,F,15,German Shepherd Crossbreed,Manhattan
FOXY,F,10,Pomeranian,Brooklyn
FOXY,F,15,Unknown,Brooklyn
FOXY,M,12,Labrador Retriever,Manhattan
FOXY,F,3,Unknown,Manhattan
FOXY,F,4,Shiba Inu,Manhattan
FOXY,F,8,Unknown,Queens
FOXY,F,18,Pomeranian,Queens
FOXY,M,4,Schipperke,Brooklyn
FOXY,F,2,Unknown,Bronx
FOXY,F,12,Unknown,Queens
FOXY,F,8,Pomeranian,Queens
FOXY,F,4,Pomeranian,Queens
FOXY,F,6,Papillon,Staten Island
FOXY,F,6,Chihuahua,Brooklyn
FOXY,F,14,Rat Terrier,Manhattan
FOXY,F,4,German Shepherd Crossbreed,Queens
FOXY,F,11,Chihuahua,Manhattan
FOXY,F,6,Pomeranian,Brooklyn
FOXY,F,8,Unknown,Staten Island
FOXY,F,15,Pomeranian,BROOKLYN
FOXY,F,8,Pomeranian,Brooklyn
FOXY,F,3,Shiba Inu,Brooklyn
FOXY,F,4,Pomeranian,Bronx
FOXY,F,4,Labrador Retriever Crossbreed,Manhattan
FOXY,F,2,Rottweiler,Staten Island
FOXY,F,10,Chihuahua,Brooklyn
FOXY,F,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FOXY,F,9,Unknown,Brooklyn
FOXY,F,15,Unknown,Queens
FOXY,F,13,American Eskimo dog,Queens
FOXY,F,11,Yorkshire Terrier,Brooklyn
FOXY,F,2,Chihuahua,Manhattan
FOXY,F,2,Pomeranian,Brooklyn
FOXY,F,10,Unknown,Queens
FOXY,F,11,American Eskimo dog,Queens
FOXY,F,10,Pomeranian,Bronx
FOXY,F,8,Shiba Inu,Manhattan
FOXY,F,8,German Shepherd Crossbreed,Queens
FOXY,F,8,Chihuahua,Queens
FOXY,M,12,Chihuahua,Brooklyn
FOXY,F,12,Shiba Inu,Bronx
FOXY,F,10,Pomeranian,Queens
FOXY,F,10,Pomeranian,Manhattan
FOXY,F,10,Shiba Inu,Staten Island
FOXY,F,10,Unknown,Staten Island
FOXY,F,10,Shiba Inu,Brooklyn
FOXY,F,11,Chihuahua,Manhattan
FOXY,F,3,Pomeranian,Brooklyn
FOXY,M,18,Pomeranian,Manhattan
FOXY,F,18,Pomeranian,Manhattan
FOXY,F,8,Chihuahua,Queens
FOXY,F,5,Labrador Retriever,Queens
FOXY,F,8,Unknown,Queens
FOXY,F,15,Shih Tzu Crossbreed,Queens
FOXY,F,11,Yorkshire Terrier,Brooklyn
FOXY,F,8,Pomeranian,Bronx
FOXY,F,8,Unknown,Staten Island
FOXY,F,8,Papillon,Queens
FOXY,F,9,Unknown,Brooklyn
FOXY,F,8,Shiba Inu,Manhattan
FOXY,F,3,Unknown,Staten Island
FOXY,F,10,Papillon,Manhattan
FOXY,F,3,German Shepherd Dog,Brooklyn
FOXY,F,2,German Shepherd Crossbreed,Manhattan
FOXY,F,13,Pomeranian,Queens
FOXY,F,12,Unknown,Staten Island
FOXY,F,4,Papillon,Bronx
FOXY,F,9,Shih Tzu,Staten Island
FOXY,F,6,Pomeranian,Queens
FOXY,F,7,West High White Terrier,Manhattan
FOXY,F,12,American Pit Bull Terrier/Pit Bull,Staten Island
FOXY,F,7,Chihuahua,Bronx
FOXY,F,8,Pomeranian,Queens
FOXY,F,4,Pomeranian,Queens
FOXY,F,2,Rottweiler,Staten Island
FOXY,F,11,Papillon,Queens
FOXY,M,9,Chihuahua,Queens
FOXY,F,4,Pomeranian,Manhattan
FOXY,F,9,Unknown,Queens
FOXY,F,16,Pomeranian,Queens
FOXY,F,16,Shiba Inu,BRONX
FOXY,F,5,Pomeranian,Brooklyn
FOXY,F,9,"Mastiff, Bull",Staten Island
FOXY,F,6,Terrier mix,Brooklyn
FOXY,F,13,German Shepherd Dog,MANHATTAN
FOXY,F,6,Chihuahua,Brooklyn
FOXY,F,14,Unknown,Manhattan
FOXY,F,9,Pomeranian,Staten Island
FOXY,F,7,Papillon,Queens
FOXY,F,15,Pomeranian,BROOKLYN
FOXY,F,12,Cocker Spaniel,Brooklyn
FOXY,F,10,Pomeranian,Queens
FOXY,F,18,Shiba Inu,Manhattan
FOXY,F,10,Pomeranian,Manhattan
FOXY-CHULA,F,4,Pomeranian,Brooklyn
FOZZIE,M,3,Unknown,Brooklyn
FOZZIE,M,9,Cairn Terrier,Brooklyn
FOZZIE,F,3,Beagle,Manhattan
FOZZIE,M,9,"Schnauzer, Miniature",Brooklyn
FOZZIE,F,8,Havanese,Brooklyn
FOZZIE,M,1,Cavalier King Charles Spaniel,Brooklyn
FOZZIE,M,8,Labradoodle,Manhattan
FOZZIE,M,3,Golden Retriever,Manhattan
FOZZY,F,5,Bichon Frise,Brooklyn
FOZZY,M,13,Pug,Manhattan
FOZZY,M,4,Golden Retriever,Manhattan
FRAC,F,2,Chihuahua,Manhattan
FRAGGLE,M,2,American Pit Bull Mix / Pit Bull Mix,Queens
FRAISER,M,14,Jack Russell Terrier,Queens
FRAISER,M,9,Maltese,Manhattan
FRALA,F,7,Havanese,Manhattan
FRAN,F,12,Unknown,Manhattan
FRAN,M,1,French Bulldog,Queens
FRAN,F,11,Dachshund Smooth Coat Miniature,Manhattan
FRAN,F,4,Bassett Hound,Brooklyn
FRANCES,F,7,Labrador Retriever Crossbreed,Brooklyn
FRANCES,F,3,Siberian Husky,Manhattan
FRANCES,F,10,Unknown,Manhattan
FRANCES,F,16,"Schnauzer, Standard",Brooklyn
FRANCES,F,4,Bichon Frise,Manhattan
FRANCES,F,8,Havanese,Manhattan
FRANCES,F,1,Jack Russell Terrier,Manhattan
FRANCES,M,8,"Poodle, Miniature",Brooklyn
FRANCES,F,7,Labrador Retriever Crossbreed,Brooklyn
FRANCES,M,5,Shiba Inu,Brooklyn
FRANCES,F,7,Unknown,Manhattan
FRANCES,F,2,Chihuahua,Manhattan
FRANCES,F,9,Pug,Manhattan
FRANCES,F,6,Boston Terrier,Manhattan
FRANCES,F,9,Labrador Retriever,Manhattan
FRANCES,F,10,Unknown,Brooklyn
FRANCES,F,2,Rhodesian Ridgeback,Manhattan
FRANCES,F,13,Unknown,Queens
FRANCES,F,2,Pug,Brooklyn
FRANCES,F,2,Pug,Brooklyn
FRANCESCA,F,13,Unknown,Queens
FRANCESCA,F,4,"Mastiff, Old English",Brooklyn
FRANCESCA,F,9,Unknown,Manhattan
FRANCESCA,F,2,Jack Russell Terrier,Bronx
FRANCESCA,F,2,French Bulldog,Manhattan
FRANCESCA,F,4,Beagle,Brooklyn
FRANCESCA,F,9,Dachshund Smooth Coat,Manhattan
FRANCESCA,F,6,Shih Tzu,Queens
FRANCESCA,F,13,Labrador Retriever Crossbreed,Manhattan
FRANCESCA,F,8,Jack Russell Terrier,Queens
FRANCESCO,M,8,Portuguese Water Dog,Manhattan
FRANCESCO,M,5,Chihuahua,Staten Island
FRANCESCO,M,9,Labrador Retriever Crossbreed,Manhattan
FRANCESCO,M,3,Schnauzer Crossbreed,Manhattan
FRANCHESCA,F,1,Siberian Husky,Bronx
FRANCHI,M,9,Chihuahua,Manhattan
FRANCI,M,12,Boston Terrier,Manhattan
FRANCIE,F,2,Golden Retriever,Brooklyn
FRANCIE,F,2,Golden Retriever,Brooklyn
FRANCIE,F,1,"Poodle, Miniature",Manhattan
FRANCINE,F,10,Boston Terrier,MANHATTAN
FRANCINE,F,10,"Schnauzer, Miniature",Manhattan
FRANCINE,F,1,Australian Shepherd,Manhattan
FRANCINE,F,15,Labrador Retriever Crossbreed,Manhattan
FRANCINE,F,10,"Schnauzer, Miniature",Manhattan
FRANCIS,M,8,American Pit Bull Mix / Pit Bull Mix,Manhattan
FRANCIS,M,9,"Poodle, Miniature",Manhattan
FRANCIS,M,2,"Poodle, Toy",Queens
FRANCIS,F,3,Unknown,Brooklyn
FRANCIS,F,5,Unknown,Brooklyn
FRANCIS,M,7,Labrador Retriever,Manhattan
FRANCIS,M,2,Cocker Spaniel,Queens
FRANCIS,M,4,Unknown,Brooklyn
FRANCIS,F,2,Bulldog,Brooklyn
FRANCIS,M,11,Doberman Pinscher,Queens
FRANCIS,F,3,Bulldog,Brooklyn
FRANCIS,F,5,American Pit Bull Mix / Pit Bull Mix,Bronx
FRANCIS,F,1,American Staffordshire Terrier,Manhattan
FRANCIS,M,7,Shetland Sheepdog,Manhattan
FRANCIS,M,11,Chihuahua,Brooklyn
FRANCIS,M,2,"Poodle, Toy",Queens
FRANCIS,M,3,Poodle Crossbreed,Brooklyn
FRANCIS,F,4,Unknown,Manhattan
FRANCIS,F,5,Unknown,Brooklyn
FRANCISCO,M,3,Yorkshire Terrier,Manhattan
FRANCO,M,3,Chihuahua,Bronx
FRANCO,M,8,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANCO,M,7,Unknown,Manhattan
FRANCO,M,4,"Dachshund, Long Haired",Bronx
FRANCOIS,M,4,Unknown,Brooklyn
FRANCOIS,M,8,"Schnauzer, Miniature",Brooklyn
FRANCOIS,M,4,"Bull Dog, French",Manhattan
FRANCOISE,F,15,Jack Russell Terrier,Manhattan
FRANGELICO,F,2,Border Collie,Brooklyn
FRANI,F,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANJO2,M,5,Unknown,Queens
FRANK,M,3,"Collie, Border",Manhattan
FRANK,M,3,Boston Terrier,Manhattan
FRANK,M,13,Unknown,Queens
FRANK,M,3,Yorkshire Terrier,Queens
FRANK,M,3,Labrador Retriever Crossbreed,Queens
FRANK,M,7,Boxer,Bronx
FRANK,M,5,Unknown,Brooklyn
FRANK,M,14,Unknown,Manhattan
FRANK,M,14,Pug,Manhattan
FRANK,M,7,Boxer,Queens
FRANK,M,11,Bichon Frise,Manhattan
FRANK,F,4,Dachshund Smooth Coat,Manhattan
FRANK,M,4,Unknown,Queens
FRANK,M,6,Chihuahua,Manhattan
FRANK,M,4,Dachshund Smooth Coat,Manhattan
FRANK,M,2,French Bulldog,Manhattan
FRANK,M,6,Pug,Staten Island
FRANK,M,8,Pug,Manhattan
FRANK,M,7,Pug,Brooklyn
FRANK,M,12,Siberian Husky,Brooklyn
FRANK,M,11,Havanese,Manhattan
FRANK,M,9,Wire Fox Terrier,Manhattan
FRANK,M,2,French Bulldog,Manhattan
FRANK,M,10,French Bulldog,Manhattan
FRANK,M,2,Border Collie,Brooklyn
FRANK,M,13,Pug,Queens
FRANK,M,9,Dachshund Smooth Coat,Manhattan
FRANK,M,9,Dachshund Smooth Coat Miniature,Brooklyn
FRANK,M,9,Unknown,Queens
FRANK,M,3,Pug,Queens
FRANK,M,3,Pug,Queens
FRANK,M,6,Unknown,Manhattan
FRANK,M,4,Chihuahua,Brooklyn
FRANK,M,1,Alaskan Malamute,Manhattan
FRANK,M,10,Australian Shepherd,Manhattan
FRANK,M,5,Unknown,Brooklyn
FRANK,M,12,Dachshund Smooth Coat,Manhattan
FRANK,M,6,Poodle,Brooklyn
FRANK,M,4,Unknown,Queens
FRANK,M,1,"Bull Dog, French",Queens
FRANK,M,1,Puggle,Brooklyn
FRANK,M,5,Unknown,MANHATTAN
FRANK,M,2,Bassett Hound,Manhattan
FRANK,M,7,Yorkshire Terrier,Brooklyn
FRANK,M,7,Pug,Brooklyn
FRANK,M,4,Jack Russell Terrier,Manhattan
FRANK,M,6,Italian Greyhound,Brooklyn
FRANK,M,3,"Collie, Border",Manhattan
FRANK,M,8,Unknown,Queens
FRANK,M,4,Brussels Griffon,Manhattan
FRANK,M,2,Dachshund,Manhattan
FRANK,M,8,Dachshund Smooth Coat Miniature,Brooklyn
FRANK,M,12,Siberian Husky,Brooklyn
FRANK,M,3,"Bull Dog, French",Brooklyn
FRANK5%,M,6,Pug,Staten Island
FRANKA,F,4,German Shepherd Dog,Queens
FRANKEE,M,3,"Coonhound, Black and Tan",Brooklyn
FRANKENSTEIN,M,9,Yorkshire Terrier,Staten Island
FRANKENSTEIN,M,4,Brussels Griffon,Manhattan
FRANKENSTEIN,M,1,Great Dane,Manhattan
FRANKENSTEIN,M,11,Miniature Pinscher,Brooklyn
FRANKFOOTER,M,9,"Dachshund, Long Haired",Brooklyn
FRANKFURT,M,5,German Shepherd Crossbreed,Manhattan
FRANKFURTER,M,8,Miniature Pinscher,Manhattan
FRANKI,F,11,Unknown,Staten Island
FRANKIE,M,4,Yorkshire Terrier,Queens
FRANKIE,M,18,Maltese,Manhattan
FRANKIE,M,10,Dachshund Smooth Coat,Queens
FRANKIE,F,8,Siberian Husky,Brooklyn
FRANKIE,F,16,German Shepherd Dog,Manhattan
FRANKIE,M,14,Yorkshire Terrier,QUEENS
FRANKIE,M,13,"Bull Dog, French",Manhattan
FRANKIE,M,3,Maltese,Brooklyn
FRANKIE,M,7,Jack Russell Terrier,Manhattan
FRANKIE,M,9,"Poodle, Miniature",Bronx
FRANKIE,F,5,Unknown,Bronx
FRANKIE,M,12,Papillon,Staten Island
FRANKIE,F,9,Silky Terrier,Staten Island
FRANKIE,M,10,American Pit Bull Terrier/Pit Bull,Brooklyn
FRANKIE,M,4,Maltese,Brooklyn
FRANKIE,M,3,Chihuahua,Bronx
FRANKIE,M,2,Maltese,Bronx
FRANKIE,M,7,Yorkshire Terrier,Staten Island
FRANKIE,M,3,Chihuahua,Staten Island
FRANKIE,M,4,"Bull Dog, French",Manhattan
FRANKIE,M,17,Papillon,Brooklyn
FRANKIE,M,2,French Bulldog,Queens
FRANKIE,F,9,"Bull Dog, French",Manhattan
FRANKIE,M,2,French Bulldog,Brooklyn
FRANKIE,F,3,"Schnauzer, Standard",Manhattan
FRANKIE,F,18,Maltese,Manhattan
FRANKIE,F,3,Pug,Manhattan
FRANKIE,M,13,Australian Shepherd,Manhattan
FRANKIE,M,9,Beagle,Queens
FRANKIE,M,9,Unknown,Manhattan
FRANKIE,M,3,Maltese,Brooklyn
FRANKIE,M,8,Unknown,Brooklyn
FRANKIE,M,7,West High White Terrier,Manhattan
FRANKIE,M,11,Rat Terrier,Brooklyn
FRANKIE,M,3,Golden Retriever,Manhattan
FRANKIE,M,11,Poodle,Manhattan
FRANKIE,M,3,Unknown,Queens
FRANKIE,F,11,"Bull Dog, French",Manhattan
FRANKIE,F,6,Rat Terrier,Manhattan
FRANKIE,M,13,Shih Tzu,Brooklyn
FRANKIE,F,2,Norwich Terrier,Manhattan
FRANKIE,F,2,Bernese Mountain Dog,Manhattan
FRANKIE,F,11,Pembroke Welsh Corgi,Brooklyn
FRANKIE,M,3,Dachshund Smooth Coat Miniature,Staten Island
FRANKIE,M,10,Labrador Retriever,Staten Island
FRANKIE,M,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
FRANKIE,M,3,Havanese,Manhattan
FRANKIE,M,6,Shih Tzu,Manhattan
FRANKIE,M,8,Yorkshire Terrier,Bronx
FRANKIE,M,3,Yorkshire Terrier,Manhattan
FRANKIE,F,5,Australian Cattledog,Brooklyn
FRANKIE,M,5,American Pit Bull Terrier/Pit Bull,Staten Island
FRANKIE,M,2,"Schnauzer, Miniature",Manhattan
FRANKIE,M,4,"Bull Dog, French",Manhattan
FRANKIE,F,2,Dachshund,Brooklyn
FRANKIE,M,7,Unknown,Brooklyn
FRANKIE,M,2,Yorkshire Terrier,Queens
FRANKIE,F,3,Labrador Retriever,Manhattan
FRANKIE,M,4,Yorkshire Terrier,Queens
FRANKIE,M,2,Shih Tzu,Bronx
FRANKIE,M,9,Unknown,Queens
FRANKIE,F,4,"Dachshund, Long Haired Miniature",Brooklyn
FRANKIE,M,4,Pug,Manhattan
FRANKIE,M,4,Yorkshire Terrier Crossbreed,Manhattan
FRANKIE,F,6,Unknown,Queens
FRANKIE,M,2,Cocker Spaniel,Bronx
FRANKIE,M,4,"Bull Dog, French",Manhattan
FRANKIE,M,7,Basset Hound,Manhattan
FRANKIE,M,4,Unknown,Manhattan
FRANKIE,F,3,"Mastiff, French (Dogue de Bordeaux)",Manhattan
FRANKIE,M,3,Maltese,Bronx
FRANKIE,M,8,Unknown,Queens
FRANKIE,F,3,Australian Shepherd,Brooklyn
FRANKIE,M,6,Labrador Retriever Crossbreed,Queens
FRANKIE,M,2,Rat Terrier,Manhattan
FRANKIE,F,6,Pug,Manhattan
FRANKIE,F,10,Jack Russell Terrier,Manhattan
FRANKIE,F,10,Wheaton Terrier,Brooklyn
FRANKIE,M,14,Pekingese,Manhattan
FRANKIE,M,5,Rottweiler,Brooklyn
FRANKIE,M,9,Beagle Crossbreed,Queens
FRANKIE,M,7,American Pit Bull Terrier/Pit Bull,Brooklyn
FRANKIE,F,6,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANKIE,F,8,Brussels Griffon,Manhattan
FRANKIE,M,8,Yorkshire Terrier,Queens
FRANKIE,F,10,"Schnauzer, Miniature",Queens
FRANKIE,F,3,Shih Tzu,Bronx
FRANKIE,M,8,Terrier mix,Brooklyn
FRANKIE,M,5,Labradoodle,Manhattan
FRANKIE,F,4,Unknown,Brooklyn
FRANKIE,M,9,"Bull Dog, French",Brooklyn
FRANKIE,M,7,Silky Terrier,Staten Island
FRANKIE,M,2,American Staffordshire Terrier,Queens
FRANKIE,M,7,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANKIE,F,1,Australian Shepherd,Manhattan
FRANKIE,M,5,Unknown,Staten Island
FRANKIE,M,14,Yorkshire Terrier,QUEENS
FRANKIE,M,2,Yorkshire Terrier Crossbreed,Brooklyn
FRANKIE,M,13,Dachshund Smooth Coat,Bronx
FRANKIE,F,1,Wirehaired Pointing Griffon,Brooklyn
FRANKIE,M,7,Labrador Retriever,Queens
FRANKIE,M,7,Unknown,Staten Island
FRANKIE,F,12,Rottweiler,Brooklyn
FRANKIE,M,4,Beagle,Manhattan
FRANKIE,M,13,Unknown,Brooklyn
FRANKIE,M,10,American Pit Bull Terrier/Pit Bull,Brooklyn
FRANKIE,F,12,Pomeranian,Staten Island
FRANKIE,M,8,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANKIE,M,11,Lhasa Apso,Brooklyn
FRANKIE,M,14,Yorkshire Terrier,Bronx
FRANKIE,M,9,American Pit Bull Terrier/Pit Bull,Manhattan
FRANKIE,M,12,Papillon,Staten Island
FRANKIE,F,2,Chihuahua,Manhattan
FRANKIE,M,11,Cocker Spaniel,Brooklyn
FRANKIE,M,8,Dachshund Smooth Coat,Brooklyn
