AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
WILSON,M,12,Labrador Retriever,Manhattan
WILSON,M,3,Labradoodle,Manhattan
WILY,F,4,Jack Russell Terrier,Brooklyn
WIMBA,F,7,Labrador Retriever,Manhattan
WIMBA,F,7,Labrador Retriever,Manhattan
WINCHESTER,M,7,Australian Shepherd,Brooklyn
WINCHESTER,M,8,Unknown,Manhattan
WINDA,F,2,Beagle,Brooklyn
WINDSOR,M,8,Unknown,Brooklyn
WINDSOR,M,14,Jack Russell Terrier,Manhattan
WINDUP,M,12,Unknown,Brooklyn
WINDY,F,12,Unknown,Manhattan
WINDY,F,8,Labrador Retriever,Queens
WINDY,F,1,Pekingese,Manhattan
WINDY,M,6,Labrador Retriever Crossbreed,Queens
WINDY,F,3,Yorkshire Terrier,Manhattan
WINFIELD,M,9,Miniature Schnauzer,Manhattan
WINFIELD,M,4,American Staffordshire Terrier,Manhattan
WING,M,2,Maltese,Brooklyn
WING,M,13,Bichon Frise,Manhattan
WINGO,M,11,Labrador Retriever,Manhattan
WINGSVELLA,F,10,Chihuahua,Brooklyn
WINGWANG,F,9,Jack Russell Terrier,Brooklyn
WINIFRED,F,5,Wire Fox Terrier,Manhattan
WINIFRED,F,3,Havanese,Brooklyn
WINK,M,13,Brittany Spaniel,Manhattan
WINK,F,3,Boxer,Manhattan
WINK,F,14,Unknown,Brooklyn
WINKIE,F,6,Pomeranian,Bronx
WINKLER,M,7,Bichon Frise,Queens
WINKLES,M,2,Labrador Retriever Crossbreed,Manhattan
WINKY,M,7,Shih Tzu,Queens
WINKY,M,5,"Bull Dog, French",Manhattan
WINKY,F,5,American Pit Bull Terrier/Pit Bull,Brooklyn
WINKY,F,13,Shih Tzu Crossbreed,Manhattan
WINNDEE-WILLIAMS,F,3,Shih Tzu,Queens
WINNE,F,10,Unknown,Queens
WINNE,F,16,Dachshund Smooth Coat,Bronx
WINNE,F,5,Unknown,Queens
WINNEBAGO,F,3,Unknown,Manhattan
WINNER,M,2,Unknown,Manhattan
WINNI,F,4,Unknown,Queens
WINNI,F,3,Beagle,Manhattan
WINNIE,F,11,Unknown,Bronx
WINNIE,F,3,Unknown,Staten Island
WINNIE,F,15,Dachshund Smooth Coat Miniature,Queens
WINNIE,F,3,Labrador Retriever Crossbreed,Manhattan
WINNIE,F,9,Pug,Manhattan
WINNIE,F,2,Labradoodle,Manhattan
WINNIE,F,10,Border Terrier,Manhattan
WINNIE,F,13,Border Terrier,Queens
WINNIE,F,11,Cavalier King Charles Spaniel,Brooklyn
WINNIE,F,2,Yorkshire Terrier,Brooklyn
WINNIE,F,2,Maltese,Brooklyn
WINNIE,F,2,Golden Retriever,Manhattan
WINNIE,F,4,Unknown,Manhattan
WINNIE,F,12,Unknown,Queens
WINNIE,F,14,Boston Terrier,Manhattan
WINNIE,F,4,Whippet,Staten Island
WINNIE,F,3,Wheaton Terrier,Brooklyn
WINNIE,F,13,Unknown,Manhattan
WINNIE,F,2,Unknown,Manhattan
WINNIE,F,9,"Bull Dog, French",Manhattan
WINNIE,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
WINNIE,F,3,Yorkshire Terrier,Brooklyn
WINNIE,M,15,Shih Tzu,Brooklyn
WINNIE,F,3,Unknown,Brooklyn
WINNIE,F,5,"Poodle, Toy",Manhattan
WINNIE,F,8,Lhasa Apso,Manhattan
WINNIE,F,2,Poodle,Manhattan
WINNIE,F,18,Beagle,Queens
WINNIE,F,8,"Poodle, Toy",Manhattan
WINNIE,M,7,Chihuahua,Manhattan
WINNIE,F,5,Greyhound,Brooklyn
WINNIE,F,14,Unknown,Brooklyn
WINNIE,F,3,Unknown,Brooklyn
WINNIE,F,2,Labrador Retriever Crossbreed,Brooklyn
WINNIE,F,2,Shih Tzu,Manhattan
WINNIE,F,11,Unknown,Brooklyn
WINNIE,F,9,Pug,Manhattan
WINNIE,F,2,Soft Coated Wheaten Terrier,Manhattan
WINNIE,F,15,Wire Fox Terrier,Manhattan
WINNIE,F,9,Lhasa Apso,Manhattan
WINNIE,F,9,Shih Tzu,Brooklyn
WINNIE,F,6,Unknown,Brooklyn
WINNIE,M,4,Pomeranian,Manhattan
WINNIE,F,2,Rhodesian Ridgeback,Brooklyn
WINNIE,F,3,"Schnauzer, Miniature",Staten Island
WINNIE,F,4,"Schnauzer, Standard",Manhattan
WINNIE,F,10,Pug,Queens
WINNIE,F,2,Unknown,Manhattan
WINNIE,F,9,Chesapeake Bay Retriever,Queens
WINNIE,F,8,Puggle,Queens
WINNIE,F,2,Cocker Spaniel,Manhattan
WINNIE,F,7,Maltese,Manhattan
WINNIE,F,3,Cocker Spaniel,Manhattan
WINNIE,F,4,"Bull Dog, English",Manhattan
WINNIE,F,6,Dachshund Smooth Coat Miniature,Manhattan
WINNIE,F,2,Labrador Retriever Crossbreed,Manhattan
WINNIE,F,3,Labrador Retriever,Manhattan
WINNIE,M,2,Poodle,Queens
WINNIE,F,2,Labrador Retriever Crossbreed,Brooklyn
WINNIE,F,2,Pug,Manhattan
WINNIE,F,1,Chihuahua Crossbreed,Manhattan
WINNIE,F,5,West High White Terrier,Manhattan
WINNIE,F,1,Chihuahua,Brooklyn
WINNIE,F,12,Pomeranian,Staten Island
WINNIE,F,7,Beagle Crossbreed,Staten Island
WINNIE,F,2,Unknown,Manhattan
WINNIE,F,4,Labrador Retriever Crossbreed,Brooklyn
WINNIE,F,10,Unknown,Manhattan
WINNIE,F,4,Shih Tzu,Queens
WINNIE,F,7,"Bull Dog, French",Brooklyn
WINNIE,F,2,Toy Fox Terrier,Manhattan
WINNIE,F,16,Pug,Bronx
WINNIE,F,1,Labradoodle,Manhattan
WINNIE,F,2,Pug,Manhattan
WINNIE,F,8,Labradoodle,Manhattan
WINNIE,F,2,Whippet,Manhattan
WINNIE,F,6,Yorkshire Terrier,Manhattan
WINNIE,F,4,Unknown,Manhattan
WINNIE,F,9,Unknown,Manhattan
WINNIE,F,4,Whippet,Staten Island
WINNIE,F,1,Havanese,Manhattan
WINNIE,F,2,Unknown,MANHATTAN
WINNIE,F,1,Goldendoodle,Manhattan
WINNIE,F,3,Pomeranian,Brooklyn
WINNIE,F,14,Boston Terrier,Brooklyn
WINNIE,F,1,Labradoodle,Brooklyn
WINNIE,M,2,Chihuahua Crossbreed,Queens
WINNIE,F,9,Basset Hound,Manhattan
WINNIE,F,1,Yorkshire Terrier,Manhattan
WINNIE,F,6,Pug,Manhattan
WINNIE,F,9,Lhasa Apso,Manhattan
WINNIE,M,15,Shih Tzu,Brooklyn
WINNIE,F,1,"Bull Dog, English",Manhattan
WINNIE,F,9,"Bull Dog, French",Manhattan
WINNIE,F,3,Unknown,Brooklyn
WINNIE,F,15,Cocker Spaniel,Brooklyn
WINNIFRED,F,15,West High White Terrier,Manhattan
WINNIFRED,F,4,Shih Tzu,Queens
WINNIO,F,2,Wheaton Terrier,Manhattan
WINNIPEG,F,6,Pug,Brooklyn
WINNNIE,F,6,"Collie, Border",Queens
WINNY,M,8,Unknown,Brooklyn
WINNY,F,5,American Pit Bull Terrier/Pit Bull,Manhattan
WINONA,F,6,Yorkshire Terrier,Brooklyn
WINONA,F,10,Rottweiler,Manhattan
WINSLOW,M,5,Yorkshire Terrier,Manhattan
WINSLOW,M,8,"Dachshund, Long Haired",Manhattan
WINSLOW,M,8,Wire Fox Terrier,Brooklyn
WINSLOW,M,6,Dachshund Crossbreed,Brooklyn
WINSLOW,M,3,"Schnauzer, Miniature",Manhattan
WINSLOW,M,12,Shih Tzu,Manhattan
WINSLOW,M,1,"Schnauzer, Standard",Brooklyn
WINSTON,M,3,Yorkshire Terrier,Manhattan
WINSTON,M,5,Beagle,Manhattan
WINSTON,M,3,Unknown,Brooklyn
WINSTON,M,16,Unknown,Manhattan
WINSTON,M,3,Dachshund Smooth Coat Miniature,Manhattan
WINSTON,M,3,Cotton De Tulear,Manhattan
WINSTON,M,3,Pomeranian,Manhattan
WINSTON,M,4,Unknown,Brooklyn
WINSTON,M,7,"Bull Dog, English",Manhattan
WINSTON,M,5,Whippet,Manhattan
WINSTON,M,15,Pug,Staten Island
WINSTON,M,13,Unknown,Manhattan
WINSTON,M,3,"Schnauzer, Miniature",Manhattan
WINSTON,M,2,Maltese,Brooklyn
WINSTON,M,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
WINSTON,M,2,"Schnauzer, Miniature",Queens
WINSTON,M,10,"Dachshund, Wirehaired, Miniature",Brooklyn
WINSTON,M,4,Unknown,Manhattan
WINSTON,M,3,"Schnauzer, Miniature",Manhattan
WINSTON,M,9,"Poodle, Standard",Manhattan
WINSTON,M,5,Keeshond,Manhattan
WINSTON,F,4,Unknown,Manhattan
WINSTON,M,14,Yorkshire Terrier,Brooklyn
WINSTON,M,2,Golden Retriever,Queens
WINSTON,M,13,"Welsh Corgi, Pembroke",Brooklyn
WINSTON,M,3,Wheaton Terrier,Manhattan
WINSTON,M,3,"Poodle, Standard",Manhattan
WINSTON,M,2,Chihuahua,Brooklyn
WINSTON,M,7,"Bull Dog, English",Manhattan
WINSTON,M,8,Bassett Hound,Manhattan
WINSTON,M,11,Norfolk Terrier,Manhattan
WINSTON,M,5,Weimaraner,Manhattan
WINSTON,M,11,Portuguese Water Dog,Manhattan
WINSTON,M,2,"Poodle, Miniature",Manhattan
WINSTON,M,2,French Bulldog,Manhattan
WINSTON,M,7,Yorkshire Terrier,Queens
WINSTON,M,14,Labrador Retriever,Queens
WINSTON,M,4,"Bull Dog, English",Manhattan
WINSTON,M,2,Unknown,Manhattan
WINSTON,M,11,"Bull Dog, English",Manhattan
WINSTON,M,8,Boston Terrier,Manhattan
WINSTON,M,2,Boston Terrier,Brooklyn
WINSTON,M,6,Labrador Retriever Crossbreed,Brooklyn
WINSTON,M,11,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,4,Wire Fox Terrier,Manhattan
WINSTON,M,5,"Bull Dog, French",Brooklyn
WINSTON,M,2,Rat Terrier,Brooklyn
WINSTON,M,4,Beagle Crossbreed,Manhattan
WINSTON,M,2,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,4,"Bull Dog, English",Manhattan
WINSTON,M,3,French Bulldog,Queens
WINSTON,M,12,Pug,Brooklyn
WINSTON,M,4,Boxer,Brooklyn
WINSTON,M,3,Unknown,Brooklyn
WINSTON,M,6,"Bull Dog, English",Brooklyn
WINSTON,M,5,"Bull Dog, English",Manhattan
WINSTON,M,6,Cavalier King Charles Spaniel,Bronx
WINSTON,M,3,German Shepherd Crossbreed,Manhattan
WINSTON,M,4,Pug,Brooklyn
WINSTON,M,11,Unknown,Brooklyn
WINSTON,M,13,Staffordshire Bull Terrier,Bronx
WINSTON,M,2,Boston Terrier,Manhattan
WINSTON,M,3,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,1,French Bulldog,Brooklyn
WINSTON,M,5,Poodle,Manhattan
WINSTON,M,13,"Schnauzer, Miniature",Manhattan
WINSTON,M,7,Unknown,Manhattan
WINSTON,M,5,Labradoodle,Manhattan
WINSTON,M,2,Border Collie,Brooklyn
WINSTON,M,14,Unknown,Manhattan
WINSTON,M,12,Chihuahua,Manhattan
WINSTON,M,6,Dachshund,Manhattan
WINSTON,M,2,Unknown,Manhattan
WINSTON,M,2,"Shar-Pei, Chinese",Manhattan
WINSTON,M,8,American Pit Bull Mix / Pit Bull Mix,Brooklyn
WINSTON,M,6,Unknown,Manhattan
WINSTON,M,11,Unknown,Staten Island
WINSTON,M,3,Yorkshire Terrier,Manhattan
WINSTON,M,16,Cocker Spaniel,Manhattan
WINSTON,M,17,Dachshund Smooth Coat,Manhattan
WINSTON,M,2,Boxer,Bronx
WINSTON,M,9,Yorkshire Terrier,Queens
WINSTON,M,6,American Pit Bull Terrier/Pit Bull,Manhattan
WINSTON,M,10,Dachshund Smooth Coat,Manhattan
WINSTON,M,8,Chihuahua,Brooklyn
WINSTON,M,4,West High White Terrier,Staten Island
WINSTON,M,10,Jack Russell Terrier,Staten Island
WINSTON,M,2,"Bull Dog, French",Manhattan
WINSTON,M,3,Pomeranian,Manhattan
WINSTON,M,10,"Dachshund, Long Haired",Manhattan
WINSTON,M,2,Scottish Terrier,Manhattan
WINSTON,M,1,"Bull Dog, English",Manhattan
WINSTON,M,3,"Bull Dog, English",Brooklyn
WINSTON,M,3,Havanese,Queens
WINSTON,M,2,West High White Terrier,Manhattan
WINSTON,M,3,"Schnauzer, Miniature",Manhattan
WINSTON,M,9,Unknown,Manhattan
WINSTON,M,13,Yorkshire Terrier,Manhattan
WINSTON,M,5,Labrador Retriever Crossbreed,Manhattan
WINSTON,M,13,West High White Terrier,Manhattan
WINSTON,M,11,"Schnauzer, Miniature",Staten Island
WINSTON,M,5,Unknown,Manhattan
WINSTON,M,7,Unknown,Manhattan
WINSTON,M,8,Scottish Terrier,Manhattan
WINSTON,M,6,Unknown,Queens
WINSTON,M,2,Yorkshire Terrier,Manhattan
WINSTON,M,5,Bichon Frise,Manhattan
WINSTON,M,6,Bichon Frise,Manhattan
WINSTON,M,5,Rottweiler,Brooklyn
WINSTON,M,3,Yorkshire Terrier,Queens
WINSTON,M,7,Yorkshire Terrier,Queens
WINSTON,M,7,Jack Russell Terrier,Manhattan
WINSTON,M,11,Norwich Terrier,Manhattan
WINSTON,M,15,West High White Terrier,Manhattan
WINSTON,M,12,Cocker Spaniel,Manhattan
WINSTON,M,1,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,1,"Shar-Pei, Chinese",Brooklyn
WINSTON,M,8,Unknown,Manhattan
WINSTON,M,7,Golden Retriever,Brooklyn
WINSTON,M,3,Australian Shepherd,Manhattan
WINSTON,M,11,Unknown,Manhattan
WINSTON,M,2,Australian Shepherd,Brooklyn
WINSTON,M,10,Golden Retriever,Queens
WINSTON,M,6,Havanese,Brooklyn
WINSTON,M,5,Weimaraner,Manhattan
WINSTON,M,2,Redbone Coonhound,Manhattan
WINSTON,M,13,Unknown,Brooklyn
WINSTON,M,5,Golden Retriever,Manhattan
WINSTON,M,9,Shetland Sheepdog,Queens
WINSTON,M,7,Yorkshire Terrier,Manhattan
WINSTON,M,5,Shih Tzu,Bronx
WINSTON,M,2,Dandie Dinmont Terrier,Brooklyn
WINSTON,M,1,"Bull Dog, English",Manhattan
WINSTON,M,3,"Schnauzer, Miniature",Manhattan
WINSTON,M,9,Boston Terrier,Manhattan
WINSTON,M,6,Unknown,Bronx
WINSTON,M,2,Jack Russell Terrier,Manhattan
WINSTON,F,4,Unknown,Manhattan
WINSTON,M,1,Maltese Crossbreed,Manhattan
WINSTON,M,6,Unknown,Manhattan
WINSTON,M,5,Beagle,Brooklyn
WINSTON,M,3,Boston Terrier,Manhattan
WINSTON,M,8,Unknown,Manhattan
WINSTON,M,10,Old English Sheepdog,Staten Island
WINSTON,M,10,Shih Tzu,Manhattan
WINSTON,M,7,"Schnauzer, Miniature",Manhattan
WINSTON,M,16,Jack Russell Terrier,Manhattan
WINSTON,M,2,Pug,Manhattan
WINSTON,M,4,"Bull Dog, French",Manhattan
WINSTON,M,4,Cocker Spaniel,Manhattan
WINSTON,M,3,"Bull Dog, English",Queens
WINSTON,M,3,Jack Russell Terrier,Brooklyn
WINSTON,M,4,"Bull Dog, English",Manhattan
WINSTON,M,1,Pug,Brooklyn
WINSTON,M,3,Unknown,Staten Island
WINSTON,M,1,Border Terrier,Manhattan
WINSTON,M,9,"Bull Dog, English",Brooklyn
WINSTON,M,4,Cotton De Tulear,Manhattan
WINSTON,M,12,Unknown,Staten Island
WINSTON,M,3,Miniature Pinscher,Manhattan
WINSTON,M,3,Staffordshire Bull Terrier,Staten Island
WINSTON,M,1,"Bull Dog, English",Brooklyn
WINSTON,M,11,Yorkshire Terrier,Manhattan
WINSTON,M,5,Shih Tzu,Queens
WINSTON,M,11,Unknown,Manhattan
WINSTON,M,7,Yorkshire Terrier,Manhattan
WINSTON,M,4,Jack Russell Terrier,Brooklyn
WINSTON,M,3,"Bull Dog, French",Manhattan
WINSTON,M,14,Yorkshire Terrier,Queens
WINSTON,M,16,Dachshund Smooth Coat,Brooklyn
WINSTON,M,17,Bichon Frise,Staten Island
WINSTON,M,9,Boston Terrier,Manhattan
WINSTON,M,8,Unknown,Staten Island
WINSTON,M,12,Lhasa Apso,Staten Island
WINSTON,M,5,Scottish Terrier,Manhattan
WINSTON,M,1,Dachshund,Queens
WINSTON,M,1,Australian Shepherd,Manhattan
WINSTON,M,9,Jack Russell Terrier,Manhattan
WINSTON,M,3,Shih Tzu Crossbreed,Bronx
WINSTON,M,6,"Bull Dog, English",Manhattan
WINSTON,M,4,Beagle Crossbreed,Queens
WINSTON,M,1,French Bulldog,Staten Island
WINSTON,M,4,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,8,Maltese,Manhattan
WINSTON,M,9,Cavalier King Charles Spaniel,Manhattan
WINSTON,M,4,Beagle Crossbreed,Manhattan
WINSTON,M,4,"Bull Dog, English",Brooklyn
WINTER,F,11,Pomeranian,Manhattan
WINTER,F,3,Siberian Husky,Brooklyn
WINTER,F,2,"Shar-Pei, Chinese",Bronx
WINTER,M,3,German Shepherd Dog,Bronx
WINTER,F,3,"Shar-Pei, Chinese",Bronx
WINTER,F,6,Unknown,Brooklyn
WINTER,F,3,Unknown,Queens
WINTER,F,2,Shih Tzu,Brooklyn
WINTER,M,3,Pomeranian,Queens
WINTER,F,2,American Pit Bull Terrier/Pit Bull,Queens
WINTER,M,7,Shih Tzu,Manhattan
WINTER,F,4,Unknown,Queens
WINTER,F,2,Maltese,Bronx
WINTER,M,2,Great Pyrenees,Brooklyn
WINTER,F,3,Maltese,Bronx
WINTER,F,2,American Pit Bull Terrier/Pit Bull,Staten Island
WINTER,M,2,American Staffordshire Terrier,Staten Island
WINTER,F,7,Unknown,Brooklyn
WINTER,F,2,Bulldog,Brooklyn
WINTER,M,7,West High White Terrier,Manhattan
WINTER,F,4,Unknown,Brooklyn
WINTER,M,2,Pomeranian,Brooklyn
WINTER,M,2,Maltese,Brooklyn
WINTER,F,3,Australian Shepherd,Queens
WINTER,M,12,Chihuahua,Bronx
WINTER,M,12,Pomeranian,Manhattan
WINTER,F,3,Chihuahua Crossbreed,Brooklyn
WINTER,F,9,Bichon Frise,Bronx
WINTER,M,2,Bulldog,Brooklyn
WINTER,M,7,Maltese,Brooklyn
WINTER,M,8,"Schnauzer, Miniature",Manhattan
WINTER,F,5,American Pit Bull Mix / Pit Bull Mix,Manhattan
WINTER,F,3,Chihuahua,Brooklyn
WINTER,F,15,Bull Terrier,Queens
WINTER,M,9,Siberian Husky,Queens
WINTER,M,2,"Poodle, Toy",Manhattan
WINTER,M,9,Maltese,Staten Island
WINTER,F,2,Pomeranian,Staten Island
WINTER,F,5,Cotton De Tulear,Manhattan
WINTER-SAGE,M,5,American Eskimo dog,Queens
WINTHROP,M,1,Golden Retriever,Manhattan
WINTSON,M,13,Maltese,Queens
WINTSON,M,4,Unknown,Staten Island
WINTSON,M,2,Unknown,Queens
WINTUK,M,11,Unknown,Manhattan
WIRGINIA,F,9,Unknown,Queens
WISDOM,M,3,Pomeranian,Queens
WISDOM,M,2,Mastiff,Staten Island
WISHBONE,M,4,Unknown,Manhattan
WISHBONE,M,15,Beagle Crossbreed,Staten Island
WISHBONE,M,2,Jack Russell Terrier,Staten Island
WISHBONE,M,2,Parson Russell Terrier,Queens
WISHBONE,M,5,Beagle,Manhattan
WISHBONE,M,7,Beagle,Staten Island
WISHBONE,M,8,Bichon Frise,Staten Island
WISHBONE,M,6,Chihuahua,Manhattan
WISHBONE,M,5,Jack Russell Terrier,Brooklyn
WISHBONE,F,2,Jack Russell Terrier,Manhattan
WISHBONE,F,18,Jack Russell Terrier,Manhattan
WISHBONE,M,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
WISHBONE,M,9,Unknown,Manhattan
WISHBONE,M,4,Beagle,Queens
WISIN,M,2,Shih Tzu,Bronx
WISKI,F,1,Poodle,Manhattan
WISKY,M,1,Poodle Crossbreed,Bronx
WISP,F,4,Belgian Tervuren,Manhattan
WISPA,F,1,Labrador Retriever,Brooklyn
WISSFIRE,F,5,"Poodle, Toy",Manhattan
WISTERIA,F,10,Unknown,Manhattan
WITHNAIL,M,8,Unknown,Manhattan
WITTEN,M,1,French Bulldog,Manhattan
WITTEN,M,6,Beagle Crossbreed,Manhattan
WITTY,M,1,Golden Retriever,Bronx
WIWEE,M,10,Maltese,Queens
WIXLII,M,8,Bernese Mountain Dog,Queens
WIZ,M,5,Shih Tzu Crossbreed,Bronx
WIZARD,M,12,American Pit Bull Terrier/Pit Bull,Brooklyn
WIZARD,M,12,American Pit Bull Terrier/Pit Bull,Brooklyn
WIZARD,M,3,Beagle,Queens
WIZARD,M,2,Beagle,Bronx
WIZARD,M,6,Unknown,Queens
WIZARD,M,2,American Staffordshire Terrier,Brooklyn
WIZARD,M,6,Australian Shepherd,Brooklyn
WIZARD,M,1,Dachshund Crossbreed,Brooklyn
WLLY,M,4,Shih Tzu,Manhattan
WOFFY,M,14,Unknown,Manhattan
WOLF,M,11,Unknown,Queens
WOLF,M,5,"Collie, Border",Manhattan
WOLF,M,2,Siberian Husky,Manhattan
WOLF,M,1,Yorkshire Terrier,Brooklyn
WOLF-BLITZER,M,2,Chihuahua,Brooklyn
WOLFEY,M,8,Yorkshire Terrier,Staten Island
WOLFEY,M,9,Silky Terrier,Queens
WOLFGANG,M,4,German Shepherd Dog,Bronx
WOLFGANG,M,5,Labrador Retriever Crossbreed,Brooklyn
WOLFGANG,M,3,Siberian Husky,Staten Island
WOLFGANG,M,5,Shih Tzu,Staten Island
WOLFGANG,M,5,Unknown,Staten Island
WOLFGANG,M,13,Brussels Griffon,Manhattan
WOLFGANG,M,1,American Eskimo dog,Bronx
WOLFGANG,M,4,Unknown,Bronx
WOLFGANG,M,9,Samoyed,Manhattan
WOLFGANG,M,4,German Shepherd Dog,Bronx
WOLFGANG,M,4,Saint Bernard,Manhattan
WOLFGANG,M,9,Bichon Frise,Manhattan
WOLFGANG,M,12,Unknown,Brooklyn
WOLFGANGII,M,10,Maltese,Manhattan
WOLFGANG-LEE,M,6,Unknown,Queens
WOLFIE,M,16,Unknown,MANHATTAN
WOLFIE,M,8,Chihuahua,Manhattan
WOLFIE,M,10,Belgian Sheepdog,Manhattan
WOLFIE,M,7,Cocker Spaniel,Staten Island
WOLFIE,M,9,Pomeranian,Brooklyn
WOLFIE,M,3,German Shepherd Dog,Queens
WOLFIE,M,10,Shih Tzu,Manhattan
WOLFIE,M,7,Pomeranian,Manhattan
WOLFIE,F,11,Cocker Spaniel,Queens
WOLFIE,M,8,Chihuahua,Queens
WOLFIE,M,14,Unknown,Brooklyn
WOLFIE,M,3,Norwich Terrier,Brooklyn
WOLFIE,M,13,Golden Retriever,Manhattan
WOLFIE,M,2,Cocker Spaniel,Queens
WOLFIE,M,2,Border Collie,Brooklyn
WOLFMAN,M,9,"Collie, Border",Manhattan
WOLFY,M,3,Siberian Husky,Brooklyn
WOLFY,M,1,Siberian Husky,Bronx
WOLFY,M,10,Unknown,Manhattan
WOLFY,M,8,Jack Russell Terrier,Bronx
WOLPH,M,2,Pomeranian,Manhattan
WOLVERINE,M,2,Pomeranian,Brooklyn
WOLVERINE,M,10,Yorkshire Terrier,Manhattan
WOLVERINE,M,13,Chihuahua,Brooklyn
WOMBAT,M,10,Chihuahua,Manhattan
WON,M,11,German Shepherd Dog,Queens
WON,F,8,"Schnauzer, Miniature",Queens
WON,F,8,"Schnauzer, Miniature",Queens
WON,M,11,Akita,Queens
WON-A-NEE,F,18,Pug,Queens
WONDER,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
WONDER,F,10,Golden Retriever,Manhattan
WONDER,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
WONDER,F,7,Unknown,Brooklyn
WONG,M,9,Unknown,Brooklyn
WONG,M,7,Japanese Chin/Spaniel,Brooklyn
WONG,M,10,Shih Tzu,Queens
WONGWONG,F,11,Shih Tzu,Queens
WONKA,M,3,Labrador Retriever Crossbreed,Staten Island
WONKA,F,4,Unknown,Manhattan
WONKA,M,4,Beagle Crossbreed,Queens
WONKA,M,3,Labrador Retriever Crossbreed,Staten Island
WONTON,M,10,Shih Tzu,Queens
WONTON,M,2,Yorkshire Terrier,Manhattan
WONTON,M,5,Shih Tzu,Queens
WONTON,F,10,Shih Tzu,Queens
WONTON,F,1,American Pit Bull Terrier/Pit Bull,Manhattan
WONTON,M,6,Rottweiler,Manhattan
WONTON,M,1,Pug,Manhattan
WOO,F,7,Unknown,Brooklyn
WOODI,M,4,Beagle,Brooklyn
WOODLANDS,M,9,Havanese,Manhattan
WOODLEY,F,2,Labradoodle,Manhattan
WOODROW,M,4,Labrador Retriever,Queens
WOODROW,M,15,Unknown,Manhattan
WOODROW,M,6,Old English Sheepdog,Manhattan
WOODROW,M,13,Jack Russell Terrier,Manhattan
WOODSTOCK,M,7,Cocker Spaniel,Manhattan
WOODSTOCK,M,5,Jack Russell Terrier,Bronx
WOODSTOCK,M,3,"Poodle, Standard",Queens
WOODSTOCK,M,4,Jack Russell Terrier,Bronx
WOODSTOCK,M,7,Cocker Spaniel,Manhattan
WOODY,M,16,Unknown,Manhattan
WOODY,M,6,Unknown,Brooklyn
WOODY,M,14,Yorkshire Terrier,Manhattan
WOODY,M,4,American English Coonhound,Queens
WOODY,M,2,German Shepherd Dog,Staten Island
WOODY,M,6,Wire Fox Terrier,Manhattan
WOODY,M,6,Cavalier King Charles Spaniel,Queens
WOODY,M,3,Silky Terrier,Manhattan
WOODY,M,4,Unknown,Manhattan
WOODY,M,8,Poodle,Manhattan
WOODY,M,2,Australian Shepherd,Manhattan
WOODY,M,6,Unknown,Brooklyn
WOODY,M,6,Smooth Fox Terrier,Manhattan
WOODY,M,3,German Shepherd Crossbreed,Brooklyn
WOODY,M,5,Pug,Brooklyn
WOODY,M,7,Lhasa Apso,Manhattan
WOODY,M,15,Pomeranian,Staten Island
WOODY,M,4,Unknown,Manhattan
WOODY,M,12,Unknown,Bronx
WOODY,M,17,Cocker Spaniel,Brooklyn
WOODY,M,13,Labrador Retriever,Manhattan
WOODY,M,13,Unknown,Queens
WOODY,M,2,Schnauzer Crossbreed,Brooklyn
WOODY,M,3,Shih Tzu,Manhattan
WOODY,M,5,Miniature Schnauzer,Queens
WOODY,M,5,Bichon Frise,Brooklyn
WOODY,M,2,Australian Shepherd,Staten Island
WOODY,M,4,Australian Shepherd,Manhattan
WOODY,M,2,Petit Basset Griffon Vendeen,Staten Island
WOODY,M,8,Chihuahua,Queens
WOODY,M,4,Lhasa Apso,Brooklyn
WOOF,F,2,Unknown,Manhattan
WOOF,M,2,Shih Tzu,Queens
WOOF,F,12,Shih Tzu,Queens
WOOFEE,M,11,Bichon Frise,Brooklyn
WOOFIE,M,3,American Eskimo dog,Queens
WOOFIE,M,3,American Eskimo dog,Queens
WOOFIE,M,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
WOOFIE,M,12,Unknown,Manhattan
WOOFIE,M,6,Yorkshire Terrier Crossbreed,Bronx
WOOFIE,M,3,Labrador Retriever Crossbreed,Queens
WOOFUS,M,15,Unknown,Brooklyn
WOOFY,F,13,"Welsh Corgi, Pembroke",Queens
WOOFY,F,4,Unknown,Brooklyn
WOOFY,M,8,Pomeranian,Bronx
WOOFY,M,10,Unknown,Brooklyn
WOOFY,F,4,Unknown,Brooklyn
WOOFY,F,5,Chihuahua,Queens
WOOFY(CORA),F,3,Manchester Terrier,Queens
WOOGEE,M,14,Shih Tzu,Brooklyn
WOOGIE,M,9,Shih Tzu,Manhattan
WOOGIE,M,8,Pekingese,Manhattan
WOOGIES,M,1,Yorkshire Terrier,Brooklyn
